brand;use;claim_frequency;vehicle_age;DPengg1;DPengg2;DPengg3;DPengg4;DPengg5;DMerk1;DMerk2;DMerk3;DMerk4;DMerk5;DMerk6;DMerk7;DMerk8;DMerk9;DMerk10;DMerk11;DMerk12;DMerk13;DMerk14;DMerk15;DMerk16;DMerk17;DMerk18;DMerk19;DMerk20;DMerk21;DMerk22
HONDA;private passenger transportation;1;0,655555556;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA;private passenger transportation;3;1,960185185;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
BMW;private passenger transportation;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAZDA;private passenger transportation;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
HONDA;private passenger transportation;1;1,722222222;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA;private passenger transportation;2;4,268055556;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
TOYOTA;private passenger transportation;3;2,062037037;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
MITSUBISHI;private passenger transportation;1;0,552777778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TOYOTA;private passenger transportation;2;3,633333333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
TOYOTA;private passenger transportation;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
TOYOTA;private passenger transportation;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
TOYOTA;private passenger transportation;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
HONDA;private passenger transportation;1;0,95;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MITSUBISHI;private passenger transportation;1;3,463888889;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
